data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,-0.499962687,-2.24E-07,2.541603573,1.025545345,0.014457972
2,0.08761718,-0.464615375,7.6458377407107E-08,,,
3,0.17522006,-0.429255396,2.55810505223053E-07,,,
4,0.26280778,-0.393906146,3.94663913994009E-07,,,
5,0.35040734,-0.358562618,4.64090675222906E-07,,,
6,0.43799474,-0.323214591,4.93018490033137E-07,,,
7,0.525587,-0.287860692,4.87233023704903E-07,,,
8,0.6131765,-0.252526492,5.27731799593312E-07,,,
9,0.70077178,-0.217147917,5.4508842595169E-07,,,
10,0.78837036,-0.181800902,5.62445109153487E-07,,,
11,0.87596612,-0.146450654,5.50874005966762E-07,,,
12,0.96356756,-0.111096472,5.50874005966762E-07,,,
13,1.05116048,-0.075747065,5.56659585981834E-07,,,
14,1.13877166,-0.040390681,5.62445222840324E-07,,,
15,1.22638604,-0.00504914,5.68230746011977E-07,,,
16,1.31399606,0.03030958,5.79801849198702E-07,,,
17,1.40161408,0.065653592,5.79801906042121E-07,,,
18,1.4892358,0.101007976,5.68230746011977E-07,,,
19,1.57684168,0.136360168,5.56659699668671E-07,,,
20,1.66445858,0.171712711,5.97158532400499E-07,,,
21,1.75208096,0.207068115,5.91373009228846E-07,,,
22,1.83969782,0.242400706,6.26086318789021E-07,,,
23,1.92731496,0.277763158,6.72370731535921E-07,,,
24,2.01492444,0.313117594,6.89727414737717E-07,,,
25,2.10253702,0.348470002,7.70724795984279E-07,,,
26,2.19013556,0.383816212,7.99652184468869E-07,,,
27,2.27774618,0.419161081,9.15361738407228E-07,,,
28,2.36537022,0.454509884,1.06578420400183E-06,,,
29,2.45296436,0.489864707,1.30877447190869E-06,,,
30,2.54056692,0.525208235,1.59804858412826E-06,,,
31,2.62816964,0.560557842,1.99724718186189E-06,,,
32,2.71577172,0.595909119,2.52372569775616E-06,,,
33,2.80338332,0.631255329,3.20062622449768E-06,,,
34,2.89099862,0.666607082,4.13208908867091E-06,,,
35,2.97860806,0.701954961,5.31232672074111E-06,,,
36,3.0662176,0.737308681,6.81076880937326E-06,,,
37,3.1538306,0.772721112,8.77204274729593E-06,,,
38,3.24144424,0.808068097,1.12193001768901E-05,,,
39,3.32905214,0.843417048,1.43087454489432E-05,,,
40,3.41665488,0.878766358,1.8150301912101E-05,,,
41,3.50426438,0.914111614,2.29117486014729E-05,,,
42,3.59188324,0.949458539,2.88476494461065E-05,,,
43,3.67949478,0.984802902,3.6038996768184E-05,,,
44,3.76711488,1.020159841,4.48271312052384E-05,,,
45,3.85473,1.055510283,5.54666112293489E-05,,,
46,3.94232462,1.090857625,6.83335238136351E-05,,,
47,4.02993546,1.126202583,8.37633924675174E-05,,,
48,4.11754276,1.161556959,0.00010219,,,
49,4.20514288,1.196903348,0.000124117,,,
50,4.29275652,1.232254982,0.000150059,,,
51,4.38036498,1.267669439,0.000180728,,,
52,4.46798926,1.303024292,0.000216673,,,
53,4.55559608,1.338362217,0.000258652,,,
54,4.6431867,1.373711348,0.00030769,,,
55,4.73077294,1.409068584,0.000364556,,,
56,4.81838286,1.444418311,0.000430382,,,
57,4.90599602,1.4797616,0.000506369,,,
58,4.99359368,1.515107036,0.000593677,,,
59,5.0812053,1.550459266,0.000693812,,,
60,5.168811,1.585817337,0.00080837,,,
61,5.25641844,1.621155024,0.000938838,,,
62,5.3440233,1.656501055,0.001087183,,,
63,5.43162624,1.691850781,0.001255436,,,
64,5.5192175,1.727204561,0.001445692,,,
65,5.60683206,1.762589097,0.001660546,,,
66,5.6944398,1.797937036,0.001902113,,,
67,5.78203626,1.833295822,0.002173463,,,
68,5.86964142,1.868637204,0.002477245,,,
69,5.95722724,1.903984666,0.002816951,,,
70,6.04482348,1.93933177,0.003195916,,,
71,6.1324331,1.974689007,0.003617914,,,
72,6.22003734,2.010028362,0.004086656,,,
73,6.30764568,2.045378923,0.004606643,,,
74,6.39524642,2.080731869,0.005182258,,,
75,6.48285194,2.115810156,0.00581246,,,
76,6.57045156,2.151386499,0.006518433,,,
77,6.65805442,2.186919212,0.007295179,,,
78,6.74565548,2.221826077,0.008134066,,,
79,6.83328056,2.257329941,0.00907067,,,
80,6.92089604,2.292876005,0.010098747,,,
81,7.00850838,2.328473091,0.011226551,,,
82,7.09610968,2.363321781,0.012433141,,,
83,7.1837001,2.398854017,0.013775853,,,
84,7.27130076,2.434372663,0.01524019,,,
85,7.35889932,2.46929574,0.016807597,,,
86,7.44651202,2.504822016,0.018541723,,,
87,7.5341304,2.540338278,0.02042626,,,
88,7.62173306,2.575697422,0.022463599,,,
89,7.70933886,2.610558987,0.024641119,,,
90,7.7969651,2.646153927,0.02705081,,,
91,7.8845522,2.681665659,0.029654313,,,
92,7.97216428,2.716540813,0.032421205,,,
93,8.05978208,2.752053499,0.035467789,,,
94,8.14739196,2.787568808,0.0387615,,,
95,8.23498398,2.822505713,0.042263594,,,
96,8.32258558,2.858002186,0.046105102,,,
97,8.410184,2.893550873,0.050262727,,,
98,8.49777594,2.929086208,0.054752503,,,
99,8.5853863,2.963910103,0.059508901,,,
100,8.67298582,2.999490499,0.064751215,,,
