data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,-0.499962986,-4.75E-06,2.541004187,0.9376463,0.018011649
2,0.08758242,-0.467678249,-2.82E-06,,,
3,0.17515652,-0.435321033,-1.65E-06,,,
4,0.2627291,-0.403033316,-9.42E-07,,,
5,0.35033492,-0.370687485,-4.56E-07,,,
6,0.43791482,-0.338370442,-1.20E-07,,,
7,0.52549134,-0.306012213,7.6462470133265E-08,,,
8,0.61307238,-0.273726791,2.61599211626162E-07,,,
9,0.70065186,-0.241393328,3.48381860248992E-07,,,
10,0.78824532,-0.209071159,4.35164679402078E-07,,,
11,0.87581628,-0.176750958,4.64092295260343E-07,,,
12,0.9633897,-0.144429445,4.98805547977099E-07,,,
13,1.05096882,-0.112107322,5.21947583820292E-07,,,
14,1.13852986,-0.079785891,5.56660666006792E-07,,,
15,1.22609688,-0.04746329,5.79802815536823E-07,,,
16,1.31367886,-0.015150008,5.68231712350098E-07,,,
17,1.40125458,0.017171223,6.02944851380016E-07,,,
18,1.48881792,0.049495474,6.31872467238281E-07,,,
19,1.57639102,0.081818365,6.43443513581587E-07,,,
20,1.66396814,0.114135124,6.37657990409934E-07,,,
21,1.75154552,0.146458313,6.60800083096547E-07,,,
22,1.83912468,0.178786904,6.78156652611506E-07,,,
23,1.92668446,0.211107105,6.83942175783159E-07,,,
24,2.01425814,0.243452042,7.36011827484617E-07,,,
25,2.10182608,0.275720209,7.88080967595306E-07,,,
26,2.18939568,0.308071315,8.63291802488675E-07,,,
27,2.27698624,0.34039706,9.32717227897228E-07,,,
28,2.36456072,0.372714728,1.10628047877981E-06,,,
29,2.45214392,0.405029178,1.29141494653595E-06,,,
30,2.53973398,0.437314004,1.54018925968558E-06,,,
31,2.62732654,0.469671279,1.85838871402666E-06,,,
32,2.71491872,0.501987338,2.34436652135628E-06,,,
33,2.80250154,0.53433466,2.92869685836195E-06,,,
34,2.89006106,0.566621542,3.74444448425493E-06,,,
35,2.97762754,0.598976851,4.85525151816546E-06,,,
36,3.0652087,0.631254733,6.24375707047875E-06,,,
37,3.15277016,0.663603067,8.06617117632413E-06,,,
38,3.24035346,0.695922852,1.04150622064481E-05,,,
39,3.3279309,0.728277981,1.33887842821423E-05,,,
40,3.4155277,0.760563731,1.71203901118133E-05,,,
41,3.50310258,0.792914331,2.18471013795352E-05,,,
42,3.5906901,0.82522583,2.77887520496733E-05,,,
43,3.67827122,0.857545078,3.50899972545449E-05,,,
44,3.76584944,0.889867902,4.40632138634101E-05,,,
45,3.8534261,0.922151089,5.51018456462771E-05,,,
46,3.94098572,0.954499841,6.85703416820616E-05,,,
47,4.02855276,0.986821234,8.48332056193613E-05,,,
48,4.11613746,1.019171119,0.000104527,,,
49,4.20371324,1.051454425,0.000128062,,,
50,4.29130024,1.083805203,0.000156255,,,
51,4.3788828,1.116086245,0.000189689,,,
52,4.46647066,1.148444414,0.000229296,,,
53,4.55404898,1.180765033,0.000275967,,,
54,4.64161642,1.213109136,0.000330784,,,
55,4.72923378,1.245391011,0.000394707,,,
56,4.81683908,1.277751446,0.000469455,,,
57,4.90442922,1.310067773,0.000556028,,,
58,4.99202872,1.342352986,0.000656105,,,
59,5.07962598,1.374713421,0.000771773,,,
60,5.16722868,1.406987786,0.000904352,,,
61,5.25482698,1.439337134,0.001056642,,,
62,5.34243994,1.471661091,0.001230459,,,
63,5.43004056,1.504003286,0.00142868,,,
64,5.51762544,1.536296248,0.001653543,,,
65,5.6052244,1.56865418,0.001908814,,,
66,5.69281138,1.600928545,0.002196592,,,
67,5.7804232,1.633276224,0.002521833,,,
68,5.86803094,1.665601611,0.002887402,,,
69,5.95563948,1.697951317,0.003297884,,,
70,6.04322436,1.730240583,0.003756652,,,
71,6.13081808,1.762588382,0.004270144,,,
72,6.21841448,1.794894338,0.004841773,,,
73,6.30600554,1.827184916,0.005477445,,,
74,6.39360408,1.859542608,0.006184716,,,
75,6.4811971,1.891821265,0.006966595,,,
76,6.56878826,1.924171686,0.007833363,,,
77,6.65638774,1.956505179,0.008789875,,,
78,6.74398412,1.988846898,0.009844746,,,
79,6.83156632,2.021128654,0.011003186,,,
80,6.91916202,2.053485155,0.0122789,,,
81,7.00676718,2.085776091,0.013675357,,,
82,7.09435778,2.117769241,0.015186987,,,
83,7.1819403,2.15035367,0.016874161,,,
84,7.26952506,2.182899475,0.018714087,,,
85,7.35709954,2.214787722,0.02068066,,,
86,7.44467908,2.247336626,0.02286524,,,
87,7.53224388,2.27986145,0.025240891,,,
88,7.61985166,2.311800957,0.027775345,,,
89,7.70745962,2.344334841,0.030575717,,,
90,7.79505742,2.376869202,0.033612534,,,
91,7.88267286,2.408737183,0.03683335,,,
92,7.97026142,2.441258907,0.040387336,,,
93,8.05786754,2.473186016,0.044157378,,,
94,8.14546896,2.505724192,0.048302613,,,
95,8.23304978,2.538225889,0.052773949,,,
96,8.32063656,2.569940567,0.057474475,,,
97,8.40824402,2.602449656,0.062661834,,,
98,8.4958329,2.634989738,0.06825304,,,
99,8.58343112,2.666911602,0.074152403,,,
100,8.67103438,2.699434519,0.080616795,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
