data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,-0.000139528,3.33715070155449E-05,2.541545347,1.31863477,0.052664385
2,0.08762104,0.045353949,3.51011331076734E-05,,,
3,0.17522954,0.090916313,3.45245935022831E-05,,,
4,0.26284272,0.136400566,3.51011331076734E-05,,,
5,0.35045822,0.181927383,3.51011331076734E-05,,,
6,0.43805836,0.227431178,3.56776763510425E-05,,,
7,0.52566312,0.272329867,3.51011331076734E-05,,,
8,0.6132722,0.317825526,3.45245935022831E-05,,,
9,0.70089558,0.363321334,3.62542195944116E-05,,,
10,0.7885158,0.408803433,3.68307591998018E-05,,,
11,0.87611352,0.454362154,3.56776763510425E-05,,,
12,0.96371714,0.499849916,3.56776763510425E-05,,,
13,1.05131974,0.545430601,3.79838420485612E-05,,,
14,1.13893642,0.59092766,3.74073024431709E-05,,,
15,1.22654332,0.636511862,4.14430978707969E-05,,,
16,1.31415568,0.681983352,4.31727203249466E-05,,,
17,1.40177134,0.727475703,5.00912246934604E-05,,,
18,1.48937078,0.772367418,5.47035597264767E-05,,,
19,1.57698148,0.817864954,6.33516610832885E-05,,,
20,1.664587,0.863384306,7.54590728320181E-05,,,
21,1.7521966,0.908885598,8.87195201357827E-05,,,
22,1.83980136,0.954449594,0.000110628,,,
23,1.92738728,0.999927998,0.000134843,,,
24,2.01500398,1.045412064,0.000168282,,,
25,2.10261078,1.090908051,0.000213253,,,
26,2.19021002,1.136466742,0.000266294,,,
27,2.27783428,1.18195653,0.000334326,,,
28,2.36543818,1.227522612,0.000421384,,,
29,2.45304354,1.272348642,0.000528044,,,
30,2.5406443,1.317921162,0.000660072,,,
31,2.6282481,1.363411903,0.000824386,,,
32,2.71584774,1.40890801,0.00102387,,,
33,2.80346314,1.454461098,0.001259099,,,
34,2.8910639,1.499945402,0.001547946,,,
35,2.97865326,1.545481443,0.00190079,,,
36,3.06625182,1.590975523,0.002310711,,,
37,3.15384494,1.636547327,0.002799618,,,
38,3.24144644,1.6820122,0.003377313,,,
39,3.3290663,1.727517486,0.004054751,,,
40,3.41666334,1.772338748,0.004831928,,,
41,3.50427412,1.817912698,0.005752665,,,
42,3.591889,1.863390088,0.006819845,,,
43,3.67949278,1.908981562,0.008056527,,,
44,3.7671187,1.954468369,0.009478851,,,
45,3.854736,2.00000596,0.011103543,,,
46,3.94232132,2.045523882,0.012969241,,,
47,4.02992556,2.091014385,0.015086874,,,
48,4.11752328,2.136574745,0.017501434,,,
49,4.20514622,2.182055473,0.02022732,,,
50,4.292746,2.22758007,0.023307774,,,
51,4.3803551,2.272397518,0.026723785,,,
52,4.46796224,2.317971706,0.030620046,,,
53,4.55557696,2.363445044,0.034974072,,,
54,4.6431969,2.4089396,0.039849903,,,
55,4.73078132,2.454425573,0.045293044,,,
56,4.81838894,2.499976397,0.051361725,,,
57,4.90599348,2.545465708,0.058097441,,,
58,4.99359496,2.590794325,0.065548092,,,
59,5.0811981,2.636302471,0.073841639,,,
60,5.16879918,2.681829453,0.083024226,,,
61,5.25640828,2.727357626,0.101867922,,,
62,5.34399992,2.772169113,0.102569535,,,
63,5.43159968,2.817738533,0.103206575,,,
64,5.51920314,2.863204718,0.103819497,,,
65,5.6068051,2.908743382,0.104421385,,,
66,5.69442104,2.954229355,0.105012931,,,
67,5.78203442,2.999794245,0.105600432,,,
68,5.86962874,3.045282364,0.106179297,,,
69,5.95723218,3.090786219,0.106751226,,,
70,6.04484316,3.13628006,0.107322559,,,
71,6.13245718,3.181836843,0.107888728,,,
72,6.22006688,3.227310658,0.108447969,,,
73,6.3076558,3.272253036,0.109001994,,,
74,6.39525138,3.317795515,0.109559543,,,
75,6.48283882,3.363271952,0.110103801,,,
76,6.57044584,3.408772469,0.110586904,,,
77,6.65805174,3.454275608,0.111125417,,,
78,6.74565714,3.499828577,0.111676589,,,
79,6.833251,3.545320749,0.112223707,,,
80,6.92085382,3.590847969,0.112772599,,,
81,7.00844646,3.636335373,0.113319151,,,
82,7.09605456,3.68188262,0.113870353,,,
83,7.18366502,3.727374315,0.11441683,,,
84,7.27125014,3.772203684,0.114959992,,,
85,7.35884676,3.817706347,0.115507707,,,
86,7.44645234,3.863241196,0.116053641,,,
87,7.53407654,3.908749342,0.116601951,,,
88,7.6216837,3.954233646,0.117146783,,,
89,7.70927582,3.999777079,0.117692791,,,
90,7.79688076,4.045269012,0.118238717,,,
91,7.88447274,4.090790272,0.118784159,,,
92,7.97208612,4.13625145,0.119325534,,,
93,8.05970252,4.181822777,0.11987149,,,
94,8.14728316,4.227317333,0.120416924,,,
95,8.23488018,4.272189617,0.120951384,,,
96,8.32248998,4.31764555,0.121497355,,,
97,8.41009386,4.363219261,0.122038752,,,
98,8.49771034,4.408693314,0.122581825,,,
99,8.58530838,4.454211235,0.12312609,,,
100,8.67291852,4.499694347,0.123669229,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
