data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,-0.000147567,3.33715179294813E-05,2.54133291,1.172130542,0.048704125
2,0.0876156,0.040382296,3.33715179294813E-05,,,
3,0.17520964,0.080881171,3.3948068448808E-05,,,
4,0.26280138,0.120799027,3.27949710481334E-05,,,
5,0.35039636,0.161297917,3.22184241667856E-05,,,
6,0.43799094,0.201855287,3.10653595079202E-05,,,
7,0.52559068,0.242359906,3.3948068448808E-05,,,
8,0.61319978,0.282940298,3.22184241667856E-05,,,
9,0.70078794,0.322788209,3.45246153301559E-05,,,
10,0.78837984,0.363313407,3.33715179294813E-05,,,
11,0.87597376,0.403826088,3.45246153301559E-05,,,
12,0.96356864,0.444399506,3.51011622115038E-05,,,
13,1.0511733,0.48490417,3.68308028555475E-05,,,
14,1.13876852,0.525502861,3.62542559741996E-05,,,
15,1.22635112,0.565338016,3.56777090928517E-05,,,
16,1.31395334,0.605937958,3.856044713757E-05,,,
17,1.4015403,0.646440029,3.9713537262287E-05,,,
18,1.4891285,0.686965525,4.14431851822883E-05,,,
19,1.57673044,0.727459788,4.37493727076799E-05,,,
20,1.66432592,0.767376244,4.72086539957672E-05,,,
21,1.75192382,0.807919323,5.47037852811627E-05,,,
22,1.8395043,0.848418117,6.45050968159921E-05,,,
23,1.92708604,0.888952315,7.31533000362106E-05,,,
24,2.01469022,0.929466188,8.87200876604766E-05,,,
25,2.1023033,0.969380498,0.000101404,,,
26,2.18990986,1.009893775,0.000123889,,,
27,2.27751934,1.050400615,0.000149834,,,
28,2.36510536,1.090902328,0.000180968,,,
29,2.45268726,1.131480455,0.000223056,,,
30,2.5402993,1.171309233,0.000269756,,,
31,2.62789382,1.211913705,0.000331446,,,
32,2.71550152,1.252418041,0.000403515,,,
33,2.80309428,1.292998195,0.00049288,,,
34,2.89069896,1.333508611,0.000599541,,,
35,2.97830222,1.373373389,0.000722922,,,
36,3.06589974,1.413890123,0.000875708,,,
37,3.1534923,1.454453588,0.001052707,,,
38,3.24108194,1.494960904,0.0012643,,,
39,3.32867896,1.535502315,0.001508756,,,
40,3.41628844,1.576006174,0.001794723,,,
41,3.50387156,1.615884423,0.002126239,,,
42,3.59146108,1.656466007,0.002516562,,,
43,3.67905536,1.696961999,0.002963962,,,
44,3.76666456,1.737483263,0.003481125,,,
45,3.854284,1.777979493,0.004077275,,,
46,3.94187038,1.817904592,0.004742035,,,
47,4.02945344,1.858404756,0.005518069,,,
48,4.11703764,1.898984432,0.006397301,,,
49,4.20463584,1.939505339,0.007394729,,,
50,4.29224326,1.980086446,0.008525336,,,
51,4.37984024,2.019952297,0.009774712,,,
52,4.46744894,2.060469627,0.01120801,,,
53,4.55504168,2.100972652,0.012809087,,,
54,4.64263546,2.141546965,0.014607335,,,
55,4.73024458,2.182048082,0.016614873,,,
56,4.81783238,2.221924543,0.018817859,,,
57,4.90543042,2.262431145,0.02130047,,,
58,4.99303306,2.303009748,0.024063868,,,
59,5.08062488,2.343512774,0.027115528,,,
60,5.16823228,2.384024858,0.030499866,,,
61,5.25584014,2.423897266,0.034170166,,,
62,5.34343458,2.464402437,0.038277477,,,
63,5.43103986,2.504965305,0.04281434,,,
64,5.51863054,2.545465469,0.047794562,,,
65,5.60624914,2.585801363,0.053238895,,,
66,5.6938285,2.626319408,0.059233803,,,
67,5.78141346,2.666234493,0.06570787,,,
68,5.8690114,2.706726074,0.072897397,,,
69,5.9566025,2.747257233,0.080767848,,,
70,6.04421258,2.787766457,0.101636559,,,
71,6.13181636,2.828353643,0.102301925,,,
72,6.21940284,2.868196011,0.102876104,,,
73,6.30699926,2.908728123,0.103438273,,,
74,6.39460242,2.949244976,0.103988908,,,
75,6.48219202,2.989820004,0.104524493,,,
76,6.5697964,3.030330658,0.105053738,,,
77,6.65738522,3.070186138,0.10557431,,,
78,6.74498104,3.110687971,0.106093258,,,
79,6.83256554,3.151276588,0.106608123,,,
80,6.92016614,3.191763878,0.107120052,,,
81,7.00775274,3.232381105,0.107630298,,,
82,7.0953713,3.272237778,0.108130693,,,
83,7.18297696,3.312739849,0.108632363,,,
84,7.27057254,3.353318691,0.109135136,,,
85,7.3581679,3.39381814,0.10963729,,,
86,7.4457526,3.434355021,0.110138319,,,
87,7.53335178,3.474190474,0.110611677,,,
88,7.62094184,3.514763355,0.111051552,,,
89,7.7085621,3.555261612,0.111529537,,,
90,7.79617104,3.595795393,0.112013817,,,
91,7.88375326,3.636321068,0.112507895,,,
92,7.97135718,3.676906586,0.113003202,,,
93,8.05895714,3.716733694,0.113484584,,,
94,8.14655338,3.757262707,0.113978088,,,
95,8.23416654,3.797770023,0.114468187,,,
96,8.32177182,3.838353872,0.114958197,,,
97,8.4093634,3.878840923,0.115451775,,,
98,8.49697238,3.918678999,0.115934327,,,
99,8.5845786,3.959187746,0.11642547,,,
100,8.67217586,3.999770403,0.116914459,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
