data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,8.099564552,6.60802186303044E-07,2.540766345,0.0533932,0.0134754
2,0.08759434,8.100592613,7.07085121121054E-07,,,
3,0.1751799,8.101559639,6.78158301070653E-07,,,
4,0.26274944,8.102563858,7.18655883247266E-07,,,
5,0.35032898,8.103545189,7.18655883247266E-07,,,
6,0.43790174,8.104537964,7.12870530605869E-07,,,
7,0.52549028,8.105524063,6.72372948429256E-07,,,
8,0.61307396,8.106561661,7.18655883247266E-07,,,
9,0.70064516,8.107514381,6.95514415838261E-07,,,
10,0.78823524,8.108513832,6.78158301070653E-07,,,
11,0.8758106,8.10951519,6.78158301070653E-07,,,
12,0.96339762,8.110527992,6.72372948429256E-07,,,
13,1.050982,8.111528397,6.89729006353446E-07,,,
14,1.13855282,8.11251545,6.89729006353446E-07,,,
15,1.22613778,8.113493919,6.83943653712049E-07,,,
16,1.31371148,8.114526749,7.18655883247266E-07,,,
17,1.40128596,8.115496635,6.83943653712049E-07,,,
18,1.48886638,8.116509438,7.24441235888662E-07,,,
19,1.57643886,8.117498398,6.89729006353446E-07,,,
20,1.6640221,8.118516922,7.24441235888662E-07,,,
21,1.75159932,8.119502068,7.07085121121054E-07,,,
22,1.83917546,8.12051487,6.89729006353446E-07,,,
23,1.92675508,8.12151432,7.36011998014874E-07,,,
24,2.01433196,8.122518539,6.89729006353446E-07,,,
25,2.10191694,8.123468399,6.89729063196864E-07,,,
26,2.18948762,8.125152588,6.95514415838261E-07,,,
27,2.27707292,8.126111984,6.83943653712049E-07,,,
28,2.36464944,8.127123833,7.1287047376245E-07,,,
29,2.4522254,8.128124237,7.24441235888662E-07,,,
30,2.53980644,8.129126549,7.18655883247266E-07,,,
31,2.62737914,8.130105019,7.07085121121054E-07,,,
32,2.71494522,8.131101608,6.83943653712049E-07,,,
33,2.80252416,8.132104874,6.95514415838261E-07,,,
34,2.89009012,8.133132935,7.18655883247266E-07,,,
35,2.97767096,8.134088516,7.07085121121054E-07,,,
36,3.06525426,8.135092735,6.89729006353446E-07,,,
37,3.15282076,8.13607502,6.95514415838261E-07,,,
38,3.24039786,8.137095451,6.83943653712049E-07,,,
39,3.32796838,8.13808918,7.1287047376245E-07,,,
40,3.41555082,8.139081955,7.01299768479657E-07,,,
41,3.5031308,8.140063286,7.18655883247266E-07,,,
42,3.59069546,8.141101837,7.18655883247266E-07,,,
43,3.67828404,8.142066002,6.95514415838261E-07,,,
44,3.7658539,8.143089294,7.07085121121054E-07,,,
45,3.85343726,8.144062996,7.07085121121054E-07,,,
46,3.94101364,8.145070076,7.47582646454248E-07,,,
47,4.0285801,8.14604187,7.18655883247266E-07,,,
48,4.11616076,8.147035599,7.1287047376245E-07,,,
49,4.20373566,8.148023605,7.18655883247266E-07,,,
50,4.2913273,8.149059296,7.18655883247266E-07,,,
51,4.37891274,8.150019646,7.24441235888662E-07,,,
52,4.4664824,8.15102005,7.07085177964473E-07,,,
53,4.55406506,8.152021408,7.30226588530059E-07,,,
54,4.6416368,8.153038979,7.24441235888662E-07,,,
55,4.72922224,8.154037476,7.30226588530059E-07,,,
56,4.81680148,8.155025482,7.01299768479657E-07,,,
57,4.90437936,8.155997276,7.24441235888662E-07,,,
58,4.9919592,8.157029152,7.07085121121054E-07,,,
59,5.07954358,8.15799427,7.24441235888662E-07,,,
60,5.1671316,8.159016609,7.36011998014874E-07,,,
61,5.25471224,8.160009384,7.4179735065627E-07,,,
62,5.34228638,8.161020279,7.36011998014874E-07,,,
63,5.42986848,8.162009239,7.47582646454248E-07,,,
64,5.51744346,8.163013458,7.47582646454248E-07,,,
65,5.60503186,8.16401577,7.18655883247266E-07,,,
66,5.69260838,8.165047646,7.36011998014874E-07,,,
67,5.78018072,8.165998459,7.4179735065627E-07,,,
68,5.86776396,8.166993141,7.30226588530059E-07,,,
69,5.9553494,8.167980194,7.24441235888662E-07,,,
70,6.0429142,8.169002533,7.59153238050203E-07,,,
71,6.13049372,8.169977188,7.30226588530059E-07,,,
72,6.21806536,8.170978546,7.53367942252225E-07,,,
73,6.30562986,8.171954155,7.30226588530059E-07,,,
74,6.3932031,8.172990799,7.47582646454248E-07,,,
75,6.48077386,8.173956871,7.59153238050203E-07,,,
76,6.56835442,8.175652504,7.4179735065627E-07,,,
77,6.65592358,8.176612854,7.70723886489577E-07,,,
