data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,8.199548721,6.9551447268168E-07,2.540968499,0.062087,0.012658
2,0.0875996,8.201527596,7.12870530605869E-07,,,
3,0.1751838,8.203519821,6.72373005272675E-07,,,
4,0.262773,8.205524445,7.24441235888662E-07,,,
5,0.35037184,8.207529068,7.07085177964473E-07,,,
6,0.43794906,8.209481239,7.12870530605869E-07,,,
7,0.5255378,8.211484909,7.24441292732081E-07,,,
8,0.61312948,8.213465691,7.30226645373477E-07,,,
9,0.70071902,8.215474129,7.18655883247266E-07,,,
10,0.78829396,8.217463493,7.24441235888662E-07,,,
11,0.8758731,8.219443321,7.07085177964473E-07,,,
12,0.96346554,8.221427917,7.4179735065627E-07,,,
13,1.05105204,8.223454475,7.18655883247266E-07,,,
14,1.13863878,8.22611618,7.53367942252225E-07,,,
15,1.22620798,8.228116989,7.30226645373477E-07,,,
16,1.3137834,8.230084419,7.18655883247266E-07,,,
17,1.40136308,8.232058525,7.24441235888662E-07,,,
18,1.4889481,8.234085083,7.47582646454248E-07,,,
19,1.57652688,8.236042976,7.18655883247266E-07,,,
20,1.6641,8.238054276,7.12870530605869E-07,,,
21,1.75167712,8.240044594,7.24441235888662E-07,,,
22,1.83926058,8.242049217,7.64938533848181E-07,,,
23,1.92684856,8.24402523,7.18655940090684E-07,,,
24,2.01441806,8.246042252,7.24441292732081E-07,,,
25,2.10199198,8.248025894,7.36011998014874E-07,,,
26,2.1895719,8.250109673,7.24441292732081E-07,,,
27,2.27716064,8.252059937,7.36011998014874E-07,,,
28,2.36474644,8.254049301,7.30226645373477E-07,,,
29,2.4523376,8.256034851,7.30226645373477E-07,,,
30,2.53991672,8.258048058,7.53367942252225E-07,,,
31,2.62750578,8.260029793,7.18655940090684E-07,,,
32,2.71508908,8.262020111,7.47582646454248E-07,,,
33,2.80268082,8.264000893,7.76509125444136E-07,,,
34,2.8902728,8.266018867,7.4179735065627E-07,,,
35,2.97784986,8.267983437,7.70723829646158E-07,,,
36,3.06543084,8.270003319,7.70723829646158E-07,,,
37,3.153016,8.271978378,7.53367942252225E-07,,,
38,3.24061502,8.273982048,7.59153238050203E-07,,,
39,3.32820486,8.27664566,7.64938533848181E-07,,,
40,3.41577958,8.278606415,7.59153238050203E-07,,,
41,3.50335646,8.280614853,7.53367942252225E-07,,,
42,3.59094766,8.282608032,7.82294421242113E-07,,,
43,3.67854218,8.284615517,7.70723829646158E-07,,,
44,3.76611434,8.28659153,7.88079717040091E-07,,,
45,3.8536872,8.288599014,7.99650308636046E-07,,,
46,3.9412663,8.290590286,7.99650308636046E-07,,,
47,4.02884786,8.292602539,7.76509125444136E-07,,,
48,4.11642476,8.294548988,7.59153238050203E-07,,,
49,4.20399716,8.296549797,7.88079717040091E-07,,,
50,4.29158354,8.298534393,7.88079717040091E-07,,,
51,4.37916544,8.300542831,8.11220900232001E-07,,,
52,4.46675274,8.30253315,8.11220900232001E-07,,,
53,4.55432298,8.304514885,8.17006196029979E-07,,,
54,4.64189938,8.306499481,8.34362083423912E-07,,,
55,4.72947848,8.308521271,8.51717970817845E-07,,,
56,4.8170681,8.310483932,8.34362026580493E-07,,,
57,4.90466342,8.312501907,8.80644392964314E-07,,,
58,4.99223526,8.31447506,8.98000280358247E-07,,,
59,5.07980818,8.316477776,9.09570928797621E-07,,,
60,5.16740916,8.318460464,1.02527690160059E-06,,,
61,5.25501194,8.320455551,1.18726518394396E-06,,,
62,5.34260246,8.322449684,1.51124186231755E-06,,,
63,5.43018458,8.325093269,2.92285335490305E-06,,,
64,5.51777114,8.327130318,5.76921820538701E-06,,,
65,5.60536514,8.328784943,1.91621747944737E-05,,,
66,5.69295848,8.331105232,0.000472347,,,
67,5.78055316,8.333091736,0.000750134,,,
68,5.86815458,8.335142136,0.0011224,,,
69,5.95574148,8.337083817,0.001452751,,,
70,6.04332266,8.339091301,0.001761582,,,
71,6.13090798,8.341067314,0.00212885,,,
72,6.21849554,8.343076706,0.002582111,,,
73,6.30607686,8.345058441,0.003065726,,,
74,6.393668,8.347039223,0.003570973,,,
75,6.4812513,8.349029541,0.004104535,,,
76,6.56883758,8.351045609,0.004668692,,,
77,6.65642334,8.353013039,0.005206776,,,
78,6.74400132,8.355027199,0.005766167,,,
79,6.83160672,8.356987,0.006296792,,,
80,6.91920642,8.358991623,0.006837457,,,
81,7.00678096,8.360966682,0.007356363,,,
82,7.0943563,8.362949371,0.007873567,,,
83,7.18195104,8.364935875,0.008380686,,,
84,7.2695406,8.366965294,0.008896501,,,
85,7.35713452,8.368913651,0.00938263,,,
86,7.44472518,8.370927811,0.009885726,,,
87,7.53230942,8.372911453,0.010376259,,,
88,7.61989908,8.375577927,0.011126654,,,
89,7.7074854,8.377592087,0.011605353,,,
90,7.79508458,8.379540443,0.012062734,,,
91,7.88269628,8.381532669,0.012539493,,,
92,7.9702754,8.383520126,0.013008165,,,
93,8.05785704,8.385526657,0.013491087,,,
94,8.14543528,8.387513161,0.013953648,,,
95,8.23302694,8.389498711,0.014415241,,,
96,8.32060108,8.391482353,0.014869001,,,
97,8.40817894,8.393510818,0.015339416,,,
98,8.49577454,8.395468712,0.015775928,,,
99,8.58336036,8.397485733,0.016235584,,,
100,8.6709299,8.39945507,0.016670963,,,
