data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,8.549668312,8.92214643499756E-07,2.541289152,0.63996109,0.04869025
2,0.08760462,8.550987244,9.26926304600784E-07,,,
3,0.17518698,8.552647591,9.50067374105856E-07,,,
4,0.2627755,8.55396843,9.32711600398761E-07,,,
5,0.35036894,8.555652618,9.38496782509901E-07,,,
6,0.4379542,8.556981087,9.61637852014974E-07,,,
7,0.52554628,8.558631897,9.3849683935332E-07,,,
8,0.61313742,8.559928894,9.38496725666482E-07,,,
9,0.70072444,8.561608315,9.55852669903834E-07,,,
10,0.78832258,8.562948227,9.50067374105856E-07,,,
11,0.87590828,8.564590454,9.44282078307879E-07,,,
12,0.96350494,8.565930367,9.61637965701811E-07,,,
13,1.05109284,8.56762886,9.84779035206884E-07,,,
14,1.13868608,8.568962097,9.73208443610929E-07,,,
15,1.22626308,8.570565224,9.96349626802839E-07,,,
16,1.31385102,8.571895599,9.90564331004862E-07,,,
17,1.40144686,8.57357502,1.0310614015907E-06,,,
18,1.48903238,8.575566292,1.01370551419677E-06,,,
19,1.57661812,8.577212334,1.02527610579273E-06,,,
20,1.6642161,8.578544617,1.03106117421703E-06,,,
21,1.75179828,8.580210686,1.03106117421703E-06,,,
22,1.83938902,8.581541061,1.05420247109578E-06,,,
23,1.9269686,8.583197594,1.0484171752978E-06,,,
24,2.01455658,8.584534645,1.05998753952008E-06,,,
25,2.10215844,8.586208344,1.08891401850997E-06,,,
26,2.18973836,8.587564468,1.08891413219681E-06,,,
27,2.27733172,8.589206696,1.07155824480287E-06,,,
28,2.36492632,8.590592384,1.09469931430795E-06,,,
29,2.45250722,8.592235565,1.11205508801504E-06,,,
30,2.54011064,8.593559265,1.14676686280291E-06,,,
31,2.62769088,8.595226288,1.18147863759077E-06,,,
32,2.71527922,8.596539497,1.18726393338875E-06,,,
33,2.80289516,8.598232269,1.19883429761103E-06,,,
34,2.8905009,8.599561691,1.20461970709584E-06,,,
35,2.97812204,8.601202965,1.22776089028775E-06,,,
36,3.06572336,8.602511406,1.25668736927764E-06,,,
37,3.15333272,8.604175568,1.30875480408577E-06,,,
38,3.24092894,8.605516434,1.34346646518679E-06,,,
39,3.32853156,8.607159615,1.37239294417668E-06,,,
40,3.41612996,8.608506203,1.39553401368175E-06,,,
41,3.50373146,8.610191345,1.45338663060102E-06,,,
42,3.59133598,8.611530304,1.52280995280307E-06,,,
43,3.67893,8.613138199,1.64430059612641E-06,,,
44,3.76653472,8.614460945,1.707938963591E-06,,,
45,3.85412942,8.616135597,1.82942949322751E-06,,,
46,3.94172578,8.617465019,2.02612955035875E-06,,,
47,4.02932482,8.619113922,2.2633250864601E-06,,,
48,4.11690924,8.620432854,2.56415955846023E-06,,,
49,4.20450834,8.62215519,3.17740023092483E-06,,,
50,4.2920991,8.623458862,3.75592844648054E-06,,,
51,4.37968236,8.62543869,5.5320092542388E-06,,,
52,4.46727444,8.627099991,8.51142522151349E-06,,,
53,4.55486474,8.62878418,1.6240557670244E-05,,,
54,4.64245056,8.630116463,0.000366805,,,
55,4.7300617,8.631755829,0.000660471,,,
56,4.8176487,8.633065224,0.000873057,,,
57,4.90525694,8.634717941,0.001146868,,,
58,4.9928463,8.63604641,0.0013764,,,
59,5.08044756,8.637712479,0.001698889,,,
60,5.16804506,8.639018059,0.001956224,,,
61,5.25563846,8.640709877,0.002312347,,,
62,5.34324434,8.642028809,0.002579245,,,
63,5.4308354,8.643677711,0.002937303,,,
64,5.51843342,8.644982338,0.0032056,,,
65,5.60601254,8.646659851,0.003584981,,,
66,5.693623,8.647995949,0.003868025,,,
67,5.78121832,8.649633408,0.004247717,,,
68,5.86880154,8.650976181,0.004531561,,,
69,5.95640508,8.652676582,0.004939377,,,
70,6.04399986,8.654018402,0.00522638,,,
71,6.1316073,8.655620575,0.005612883,,,
72,6.21921018,8.65694809,0.005901891,,,
73,6.30680684,8.658619881,0.006315278,,,
74,6.39441128,8.659945488,0.006595349,,,
75,6.48199262,8.66159153,0.007000311,,,
76,6.56959806,8.662934303,0.007273382,,,
77,6.65721976,8.664643288,0.007698142,,,
78,6.74480696,8.665947914,0.007955589,,,
79,6.8324073,8.667581558,0.008343195,,,
80,6.92000318,8.668917656,0.00860191,,,
81,7.00761136,8.670592308,0.009001436,,,
82,7.09520672,8.671927452,0.009252396,,,
83,7.18281006,8.673585892,0.009636829,,,
84,7.2704012,8.675666809,0.010170829,,,
85,7.3580055,8.677305222,0.01051262,,,
86,7.44558968,8.67862606,0.010735423,,,
87,7.53319742,8.680294037,0.011100663,,,
88,7.6207778,8.681601524,0.011317346,,,
89,7.70837158,8.683289528,0.011691681,,,
90,7.79596958,8.684614182,0.01190997,,,
91,7.88355552,8.686263084,0.012262198,,,
92,7.97115966,8.687562943,0.012471182,,,
93,8.05875196,8.68923378,0.012827351,,,
94,8.14634436,8.69056797,0.013044152,,,
95,8.2339434,8.692214012,0.013385048,,,
96,8.3215378,8.693547249,0.013602233,,,
97,8.40913436,8.695234299,0.01395792,,,
98,8.49673588,8.696569443,0.014167529,,,
99,8.58434952,8.698176384,0.014483031,,,
100,8.67194122,8.699509621,0.014687554,,,
