data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,7.699573517,6.43445730474923E-07,2.54,0.0732,0.00711
2,0.08761678,7.704548359,6.26089558863896E-07,,,
3,0.17521754,7.709517956,6.55016492601135E-07,,,
4,0.26281706,7.714527607,6.49231083116319E-07,,,
5,0.35041812,7.719482422,6.31874911505292E-07,,,
6,0.43803564,7.725147247,6.49231083116319E-07,,,
7,0.52563948,7.730114937,6.37660320990108E-07,,,
8,0.61323754,7.735116959,6.49231139959738E-07,,,
9,0.70085176,7.740173817,6.43445730474923E-07,,,
10,0.7884654,7.745163918,6.43445730474923E-07,,,
11,0.87603776,7.750126362,6.55016549444554E-07,,,
12,0.96364242,7.755100727,6.37660320990108E-07,,,
13,1.0512205,7.760087013,6.55016492601135E-07,,,
14,1.13879738,7.765058517,6.43445730474923E-07,,,
15,1.22640024,7.770026207,6.66587254727347E-07,,,
16,1.31401748,7.77568531,6.55016492601135E-07,,,
17,1.40162134,7.780679703,6.55016492601135E-07,,,
18,1.48922082,7.785636425,6.49231083116319E-07,,,
19,1.57682138,7.790606976,6.66587254727347E-07,,,
20,1.66442218,7.795622826,6.72372664212162E-07,,,
21,1.75202288,7.800584316,6.6080190208595E-07,,,
22,1.83963612,7.805562019,6.6080190208595E-07,,,
23,1.92724162,7.810536861,6.78158016853558E-07,,,
24,2.01485052,7.81554985,6.43445673631504E-07,,,
25,2.10245748,7.82051754,6.43445673631504E-07,,,
26,2.19005868,7.826190948,6.55016492601135E-07,,,
27,2.27767132,7.831130028,6.60801845242531E-07,,,
28,2.36527784,7.836117744,6.6080190208595E-07,,,
29,2.45288578,7.84110117,6.83943426338374E-07,,,
30,2.54049326,7.846112728,6.31874968348711E-07,,,
31,2.62808148,7.851061344,6.72372664212162E-07,,,
32,2.71569884,7.85605526,6.72372664212162E-07,,,
33,2.8033112,7.86101532,6.66587254727347E-07,,,
34,2.89092014,7.866048336,6.95514188464585E-07,,,
35,2.97853554,7.870962143,6.43445730474923E-07,,,
36,3.06614462,7.876635551,6.49231083116319E-07,,,
37,3.1537636,7.881580353,6.6080190208595E-07,,,
38,3.24137508,7.886586666,6.43445730474923E-07,,,
39,3.32898998,7.891547203,6.72372664212162E-07,,,
40,3.41661202,7.896562099,6.78158016853558E-07,,,
41,3.50422744,7.90152359,6.83943426338374E-07,,,
42,3.59184422,7.906530857,6.55016492601135E-07,,,
43,3.67945804,7.91155386,6.55016492601135E-07,,,
44,3.76707144,7.916543484,6.83943426338374E-07,,,
45,3.85467408,7.921505928,6.66587254727347E-07,,,
46,3.9422842,7.927173138,6.66587254727347E-07,,,
47,4.02989898,7.932128906,6.66587254727347E-07,,,
48,4.11752174,7.937108517,6.49231083116319E-07,,,
49,4.2051368,7.942100525,6.66587254727347E-07,,,
50,4.29275938,7.947119236,6.72372664212162E-07,,,
51,4.38037318,7.952111244,6.83943426338374E-07,,,
52,4.46797012,7.957039356,6.89728835823189E-07,,,
53,4.55558696,7.962026119,7.93865297055163E-07,,,
54,4.64320146,7.967011452,6.76316994940862E-05,,,
55,4.73080102,7.97198534,0.000236141,,,
56,4.81840736,7.977632999,0.000567096,,,
57,4.90601586,7.982600212,0.001147809,,,
58,4.99363964,7.987588882,0.002049307,,,
59,5.08125226,7.992591858,0.003120153,,,
60,5.1688613,7.99758482,0.004342237,,,
61,5.25647972,8.002528191,0.005689708,,,
62,5.34406516,8.007509232,0.007150717,,,
63,5.43167762,8.012477875,0.008660206,,,
64,5.51930068,8.017478943,0.010206616,,,
65,5.6069102,8.022426605,0.011747891,,,
66,5.69453872,8.028093338,0.01358017,,,
67,5.78215814,8.033057213,0.015114061,,,
68,5.86978688,8.038045883,0.016661167,,,
69,5.9574007,8.042995453,0.018190142,,,
70,6.04500926,8.048007965,0.019739602,,,
71,6.1326357,8.052951813,0.021249188,,,
72,6.22025674,8.05796051,0.022772163,,,
73,6.30788574,8.062890053,0.024251405,,,
74,6.3955137,8.067901611,0.025755985,,,
75,6.48313206,8.07285881,0.027220143,,,
76,6.57076576,8.078556061,0.029009806,,,
77,6.65838046,8.08354187,0.030438185,,,
78,6.74598894,8.088525772,0.031864945,,,
79,6.83359196,8.093484879,0.033268075,,,
80,6.92121314,8.098498344,0.034680936,,,
81,7.00882776,8.10343647,0.03604443,,,
82,7.09645408,8.108417511,0.037416395,,,
83,7.18408572,8.113395691,0.038765442,,,
84,7.2717144,8.118404388,0.040124081,,,
85,7.3592891,8.12335968,0.041438382,,,
86,7.4468991,8.129010201,0.043066069,,,
87,7.53448202,8.133963585,0.044322513,,,
88,7.62205304,8.138947487,0.04559407,,,
89,7.7096534,8.143932343,0.046848688,,,
90,7.7972532,8.14892292,0.048098203,,,
91,7.88486518,8.153900146,0.049317628,,,
92,7.97244848,8.158883095,0.050526854,,,
93,8.06002552,8.163866043,0.051728483,,,
94,8.14761926,8.168842316,0.052910723,,,
95,8.2352414,8.173802376,0.054069996,,,
96,8.32282046,8.17945385,0.05556405,,,
97,8.4104085,8.184426308,0.056671422,,,
98,8.49800698,8.189388275,0.057781488,,,
99,8.58560086,8.194367409,0.058888219,,,
100,8.67320788,8.199367523,0.060007494,,,
