data points,time/s,voltage/V,current/A,time SD,voltage SD,current SD
1,0,8.299511909,7.30226645373477E-07,2.541060907,0.06895957,0.05081712
2,0.0876135,8.302535057,7.36011998014874E-07,,,
3,0.17520406,8.305503845,7.24441292732081E-07,,,
4,0.26278862,8.308527946,7.24441292732081E-07,,,
5,0.35037242,8.311500549,7.12870587449288E-07,,,
6,0.43795186,8.314494133,7.24441292732081E-07,,,
7,0.52553672,8.317456245,7.30226645373477E-07,,,
8,0.61312834,8.320466995,7.53367942252225E-07,,,
9,0.70071416,8.323447227,7.30226645373477E-07,,,
10,0.78829246,8.327131271,7.59153238050203E-07,,,
11,0.87586946,8.330111504,7.36011998014874E-07,,,
12,0.96346078,8.333120346,7.53367942252225E-07,,,
13,1.05104724,8.33611393,7.59153238050203E-07,,,
14,1.13863618,8.339112282,7.4179735065627E-07,,,
15,1.2262176,8.342071533,7.47582646454248E-07,,,
16,1.31379864,8.345083237,7.36011998014874E-07,,,
17,1.401372,8.348057747,7.47582646454248E-07,,,
18,1.48895994,8.351078987,7.59153238050203E-07,,,
19,1.57655154,8.35403347,7.4179735065627E-07,,,
20,1.66413212,8.357035637,7.88079660196672E-07,,,
21,1.75171226,8.359992981,7.59153238050203E-07,,,
22,1.8392881,8.362990379,7.59153238050203E-07,,,
23,1.92686188,8.365972519,7.59153238050203E-07,,,
24,2.01445464,8.368967056,7.88079660196672E-07,,,
25,2.10204778,8.371963501,7.88079660196672E-07,,,
26,2.18963338,8.375623703,7.53367942252225E-07,,,
27,2.27720912,8.378582954,7.9386495599465E-07,,,
28,2.36480178,8.381587029,7.82294364398695E-07,,,
29,2.45239262,8.384545326,7.82294364398695E-07,,,
30,2.5399764,8.38756752,7.82294364398695E-07,,,
31,2.62756654,8.390533447,7.82294364398695E-07,,,
32,2.7151418,8.393567085,8.28576730782515E-07,,,
33,2.80271554,8.39652729,8.1700613918656E-07,,,
34,2.89030832,8.399521828,8.05435547590605E-07,,,
35,2.97789908,8.402474403,8.17006082343141E-07,,,
36,3.06548384,8.405493736,8.57503096085566E-07,,,
37,3.15306538,8.408481598,8.45932561333029E-07,,,
38,3.24065242,8.411462784,8.22791378141119E-07,,,
39,3.32822622,8.414459229,8.11220786545164E-07,,,
40,3.41581456,8.417488098,8.6907374452494E-07,,,
41,3.50339626,8.420516968,8.63288391883543E-07,,,
42,3.59098104,8.423488617,8.86429575075454E-07,,,
43,3.67858072,8.427117348,8.98000166671409E-07,,,
44,3.76616866,8.430138588,8.98000166671409E-07,,,
45,3.8537544,8.433107376,9.55853124651185E-07,,,
46,3.94133138,8.436125755,9.15355997221923E-07,,,
47,4.02890852,8.439092636,9.61638306762325E-07,,,
48,4.1164788,8.442085266,1.0194912647421E-06,,,
49,4.2040698,8.445040703,1.04263222056034E-06,,,
50,4.29168502,8.44805336,1.11784106593404E-06,,,
51,4.37928658,8.451037407,1.25090264191385E-06,,,
52,4.46688062,8.454030037,1.55752320551983E-06,,,
53,4.55445568,8.457045555,2.37324911722681E-06,,,
54,4.64203268,8.460050583,4.98819917993387E-06,,,
55,4.72964866,8.463037491,1.59166102093877E-05,,,
56,4.8172516,8.465969086,0.000633757,,,
57,4.90485582,8.468946457,0.001131101,,,
58,4.9924382,8.471964836,0.001723241,,,
59,5.08002544,8.475577354,0.00245693,,,
60,5.1676307,8.478615761,0.003125237,,,
61,5.255235,8.481573105,0.00383851,,,
62,5.34282756,8.484564781,0.004601681,,,
63,5.4304107,8.487528801,0.005397392,,,
64,5.51800052,8.490540504,0.00622308,,,
65,5.60558346,8.493519783,0.007032615,,,
66,5.69317606,8.496519089,0.007833838,,,
67,5.780761,8.499516487,0.00862339,,,
68,5.86834216,8.502537727,0.009406647,,,
69,5.9559172,8.505509377,0.010160792,,,
70,6.04349288,8.508478165,0.010899693,,,
71,6.13108078,8.511445999,0.011628789,,,
72,6.21868568,8.514463425,0.012371312,,,
73,6.30627648,8.517416,0.013079788,,,
74,6.39386818,8.520417213,0.013804754,,,
75,6.48145466,8.523391724,0.014507006,,,
76,6.5690517,8.527053833,0.015472815,,,
77,6.65664934,8.530008316,0.016123252,,,
78,6.7442391,8.533020973,0.016805673,,,
79,6.83181958,8.535993576,0.01746816,,,
80,6.9194053,8.538988113,0.018130926,,,
81,7.00699026,8.541987419,0.018785283,,,
82,7.09458496,8.545001984,0.019446176,,,
83,7.18217354,8.547968864,0.020072982,,,
84,7.26977528,8.550932884,0.020698994,,,
85,7.35737552,8.553900719,0.021321924,,,
86,7.44496554,8.556922913,0.021957617,,,
87,7.53254576,8.559875488,0.022557944,,,
88,7.62011598,8.562877655,0.023175973,,,
89,7.70772558,8.565871239,0.023779349,,,
90,7.79530918,8.568894386,0.024396041,,,
91,7.88290804,8.571825981,0.024963727,,,
92,7.97048254,8.575498581,0.025837136,,,
93,8.05808238,8.578476906,0.026386121,,,
94,8.1456894,8.581459045,0.026951643,,,
95,8.23328406,8.584460258,0.027518786,,,
96,8.32086052,8.587471962,0.028089866,,,
97,8.4084643,8.590506554,0.028662242,,,
98,8.4960576,8.593475342,0.029206259,,,
99,8.58365726,8.596445084,0.02974388,,,
100,8.6712476,8.599466324,0.030304801,,,
